Year,Title,Authors,Link
2025,Language Models Need Inductive Biases to Count Inductively.,"Yingshan Chang, Yonatan Bisk",https://openreview.net/forum?id=s3IBHTTDYl
2025,General Scene Adaptation for Vision-and-Language Navigation.,"Haodong Hong, Yanyuan Qiao, Sen Wang, Jiajun Liu, Qi Wu",https://openreview.net/forum?id=2oKkQTyfz7
2025,Bridging Context Gaps: Leveraging Coreference Resolution for Long Contextual Understanding.,"Yanming Liu, Xinyue Peng, Jiannan Cao, Shi Bo, Yanxin Shen, Tianyu Du, Sheng Cheng, Xun Wang, Jianwei Yin, Xuhong Zhang",https://openreview.net/forum?id=cPozlf9OaF
2025,Scalable Mechanistic Neural Networks.,"Jiale Chen, Dingling Yao, Adeel Pervez, Dan Alistarh, Francesco Locatello",https://openreview.net/forum?id=Oazgf8A24z
2025,Linear Partial Gromov-Wasserstein Embedding.,"Yikun Bai, Abihith Kothapalli, Hengrong Du, Rocio Diaz Martin, Soheil Kolouri",https://openreview.net/forum?id=BA1eG7vCNb
2025,As Simple as Fine-tuning: LLM Alignment via Bidirectional Negative Feedback Loss.,"Xin Mao, Huimin Xu, Feng-Lin Li, Ziqi Jin, Wang Chen, Wei Zhang, Anh Tuan Luu",https://openreview.net/forum?id=fsX9nFwMNj
2025,E(3)-equivariant models cannot learn chirality: Field-based molecular generation.,"Alexandru Dumitrescu, Dani Korpela, Markus Heinonen, Yogesh Verma, Valerii Iakovlev, Vikas Garg, Harri Lähdesmäki",https://openreview.net/forum?id=mXHTifc1Fn
2025,One Model Transfer to All: On Robust Jailbreak Prompts Generation against LLMs.,"Linbao Li, Yannan Liu, Daojing He, Yu Li",https://openreview.net/forum?id=sULAwlAWc1
2025,PaPaGei: Open Foundation Models for Optical Physiological Signals.,"Arvind Pillai, Dimitris Spathis, Fahim Kawsar, Mohammad Malekzadeh",https://openreview.net/forum?id=kYwTmlq6Vn
2025,Sensitivity-Constrained Fourier Neural Operators for Forward and Inverse Problems in Parametric Differential Equations.,"Abdolmehdi Behroozi, Chaopeng Shen, Daniel Kifer",https://openreview.net/forum?id=DPzQ5n3mNm
2025,Captured by Captions: On Memorization and its Mitigation in CLIP Models.,"Wenhao Wang, Adam Dziedzic, Grace C. Kim, Michael Backes, Franziska Boenisch",https://openreview.net/forum?id=5V0f8igznO
2025,CHASE-SQL: Multi-Path Reasoning and Preference Optimized Candidate Selection in Text-to-SQL.,"Mohammadreza Pourreza, Hailong Li, Ruoxi Sun, Yeounoh Chung, Shayan Talaei, Gaurav Tarlok Kakkar, Yu Gan, Amin Saberi, Fatma Ozcan, Sercan Ö. Arik",https://openreview.net/forum?id=CvGqMD5OtX
2025,JPEG Inspired Deep Learning.,"Ahmed H. Salamah, Kaixiang Zheng, Yiwen Liu, En-Hui Yang",https://openreview.net/forum?id=te2IdORabL
2025,MLLM as Retriever: Interactively Learning Multimodal Retrieval for Embodied Agents.,"Junpeng Yue, Xinrun Xu, Börje F. Karlsson, Zongqing Lu",https://openreview.net/forum?id=K5yeB4dTtS
2025,Divergence-Regularized Discounted Aggregation: Equilibrium Finding in Multiplayer Partially Observable Stochastic Games.,"Runyu Lu, Yuanheng Zhu, Dongbin Zhao",https://openreview.net/forum?id=KD5nJUgeW4
2025,The Case for Cleaner Biosignals: High-fidelity Neural Compressor Enables Transfer from Cleaner iEEG to Noisier EEG.,"Francesco S. Carzaniga, Gary Tom Hoppeler, Michael Hersche, Kaspar Schindler, Abbas Rahimi",https://openreview.net/forum?id=b57IG6N20B
2025,Preference Diffusion for Recommendation.,"Shuo Liu, An Zhang, Guoqing Hu, Hong Qian, Tat-Seng Chua",https://openreview.net/forum?id=6GATHdOi1x
2025,Rethinking Evaluation of Sparse Autoencoders through the Representation of Polysemous Words.,"Gouki Minegishi, Hiroki Furuta, Yusuke Iwasawa, Yutaka Matsuo",https://openreview.net/forum?id=HpUs2EXjOl
2025,Tool-Planner: Task Planning with Clusters across Multiple Tools.,"Yanming Liu, Xinyue Peng, Jiannan Cao, Shi Bo, Yuwei Zhang, Xuhong Zhang, Sheng Cheng, Xun Wang, Jianwei Yin, Tianyu Du",https://openreview.net/forum?id=dRz3cizftU
2025,On a Connection Between Imitation Learning and RLHF.,"Teng Xiao, Yige Yuan, Mingxiao Li, Zhengyu Chen, Vasant G. Honavar",https://openreview.net/forum?id=2QdsjiNXgj
2025,GIFT: Unlocking Full Potential of Labels in Distilled Dataset at Near-zero Cost.,"Xinyi Shang, Peng Sun, Tao Lin",https://openreview.net/forum?id=FoF5RaA3ug
2025,Beyond Mere Token Analysis: A Hypergraph Metric Space Framework for Defending Against Socially Engineered LLM Attacks.,"Manohar Kaul, Aditya Saibewar, Sadbhavana Babar",https://openreview.net/forum?id=rnJxelIZrq
2025,Controlling Space and Time with Diffusion Models.,"Daniel Watson, Saurabh Saxena, Lala Li, Andrea Tagliasacchi, David J. Fleet",https://openreview.net/forum?id=d2UrCGtntF
2025,Geometry Image Diffusion: Fast and Data-Efficient Text-to-3D with Image-Based Surface Representation.,"Slava Elizarov, Ciara Rowles, Simon Donné",https://openreview.net/forum?id=Glm7Kj47nN
2025,Persistent Pre-training Poisoning of LLMs.,"Yiming Zhang, Javier Rando, Ivan Evtimov, Jianfeng Chi, Eric Michael Smith, Nicholas Carlini, Florian Tramèr, Daphne Ippolito",https://openreview.net/forum?id=eiqrnVaeIw
2025,CipherPrune: Efficient and Scalable Private Transformer Inference.,"Yancheng Zhang, Jiaqi Xue, Mengxin Zheng, Mimi Xie, Mingzhe Zhang, Lei Jiang, Qian Lou",https://openreview.net/forum?id=mUMvr33FTu
2025,Approximating Full Conformal Prediction for Neural Network Regression with Gauss-Newton Influence.,"Dharmesh Tailor, Alvaro H. C. Correia, Eric T. Nalisnick, Christos Louizos",https://openreview.net/forum?id=vcX0k4rGTt
2025,Adversarial Policy Optimization for Offline Preference-based Reinforcement Learning.,"Hyungkyu Kang, Min-hwan Oh",https://openreview.net/forum?id=5Y9NT6lW21
2025,Optimal Strong Regret and Violation in Constrained MDPs via Policy Optimization.,"Francesco Emanuele Stradi, Matteo Castiglioni, Alberto Marchesi, Nicola Gatti",https://openreview.net/forum?id=8eNLKk5by4
2025,Endowing Visual Reprogramming with Adversarial Robustness.,"Shengjie Zhou, Xin Cheng, Haiyang Xu, Ming Yan, Tao Xiang, Feng Liu, Lei Feng",https://openreview.net/forum?id=OuLgaHEmzi
2025,Systematic Relational Reasoning With Epistemic Graph Neural Networks.,"Irtaza Khalid, Steven Schockaert",https://openreview.net/forum?id=qNp86ByQlN
2025,RetroInText: A Multimodal Large Language Model Enhanced Framework for Retrosynthetic Planning via In-Context Representation Learning.,"Chenglong Kang, Xiaoyi Liu, Fei Guo",https://openreview.net/forum?id=J6e4hurEKd
2025,XAIguiFormer: explainable artificial intelligence guided transformer for brain disorder identification.,"Hanning Guo, Farah Abdellatif, Yu Fu, N. Jon Shah, Abigail Morrison, Jürgen Dammers",https://openreview.net/forum?id=AD5yx2xq8R
2025,"Simple, Good, Fast: Self-Supervised World Models Free of Baggage.","Jan Robine, Marc Höftmann, Stefan Harmeling",https://openreview.net/forum?id=yFGR36PLDJ
2025,A new framework for evaluating model out-of-distribution generalisation for the biochemical domain.,"Raúl Fernandez-Diaz, Hoang Thanh Lam, Vanessa López, Denis C. Shields",https://openreview.net/forum?id=qFZnAC4GHR
2025,Long-Short Decision Transformer: Bridging Global and Local Dependencies for Generalized Decision-Making.,"Jincheng Wang, Penny Karanasou, Pengyuan Wei, Elia Gatti, Diego Martínez Plasencia, Dimitrios Kanoulas",https://openreview.net/forum?id=NHMuM84tRT
2025,Audio Large Language Models Can Be Descriptive Speech Quality Evaluators.,"Chen Chen, Yuchen Hu, Siyin Wang, Helin Wang, Zhehuai Chen, Chao Zhang, Chao-Han Huck Yang, Eng Siong Chng",https://openreview.net/forum?id=U42TkrEDzb
2025,Learn Your Reference Model for Real Good Alignment.,"Alexey Gorbatovski, Boris Shaposhnikov, Alexey Malakhov, Nikita Surnachev, Yaroslav Aksenov, Ian Maksimov, Nikita Balagansky, Daniil Gavrilov",https://openreview.net/forum?id=H0qIWXXLUR
2025,Noise-conditioned Energy-based Annealed Rewards (NEAR): A Generative Framework for Imitation Learning from Observation.,"Anish Abhijit Diwan, Julen Urain, Jens Kober, Jan Peters",https://openreview.net/forum?id=DL9txImSzm
2025,EcoFace: Audio-Visual Emotional Co-Disentanglement Speech-Driven 3D Talking Face Generation.,"Jiajian Xie, Shengyu Zhang, Mengze Li, Chengfei Lv, Zhou Zhao, Fei Wu",https://openreview.net/forum?id=iDcWYtYUwX
2025,Elliptic Loss Regularization.,"Ali Hasan, Haoming Yang, Yuting Ng, Vahid Tarokh",https://openreview.net/forum?id=YwzxpZW3p7
2025,Optimizing Backward Policies in GFlowNets via Trajectory Likelihood Maximization.,"Timofei Gritsaev, Nikita Morozov, Sergey Samsonov, Daniil Tiapkin",https://openreview.net/forum?id=Xj66fkrlTk
2025,Improving Reasoning Performance in Large Language Models via Representation Engineering.,"Bertram Højer, Oliver Simon Jarvis, Stefan Heinrich",https://openreview.net/forum?id=IssPhpUsKt
2025,Improving Uncertainty Estimation through Semantically Diverse Language Generation.,"Lukas Aichberger, Kajetan Schweighofer, Mykyta Ielanskyi, Sepp Hochreiter",https://openreview.net/forum?id=HSi4VetQLj
2025,Towards Robust Alignment of Language Models: Distributionally Robustifying Direct Preference Optimization.,"Junkang Wu, Yuexiang Xie, Zhengyi Yang, Jiancan Wu, Jiawei Chen, Jinyang Gao, Bolin Ding, Xiang Wang, Xiangnan He",https://openreview.net/forum?id=CbfsKHiWEn
2025,PFGuard: A Generative Framework with Privacy and Fairness Safeguards.,"Soyeon Kim, Yuji Roh, Geon Heo, Steven Euijong Whang",https://openreview.net/forum?id=8rbkePAapb
2025,SPaR: Self-Play with Tree-Search Refinement to Improve Instruction-Following in Large Language Models.,"Jiale Cheng, Xiao Liu, Cunxiang Wang, Xiaotao Gu, Yida Lu, Dan Zhang, Yuxiao Dong, Jie Tang, Hongning Wang, Minlie Huang",https://openreview.net/forum?id=9chRqsPOGL
2025,EMMA: Empowering Multi-modal Mamba with Structural and Hierarchical Alignment.,"Yifei Xing, Xiangyuan Lan, Ruiping Wang, Dongmei Jiang, Wenjun Huang, Qingfang Zheng, Yaowei Wang",https://openreview.net/forum?id=Ev4iw23gdI
2025,RAPID: Retrieval Augmented Training of Differentially Private Diffusion Models.,"Tanqiu Jiang, Changjiang Li, Fenglong Ma, Ting Wang",https://openreview.net/forum?id=txZVQRc2ab
2025,Exact Computation of Any-Order Shapley Interactions for Graph Neural Networks.,"Maximilian Muschalik, Fabian Fumagalli, Paolo Frazzetto, Janine Strotherm, Luca Hermes, Alessandro Sperduti, Eyke Hüllermeier, Barbara Hammer",https://openreview.net/forum?id=9tKC0YM8sX
2025,Physiome-ODE: A Benchmark for Irregularly Sampled Multivariate Time-Series Forecasting Based on Biological ODEs.,"Christian Klötergens, Vijaya Krishna Yalavarthi, Randolf Scholz, Maximilian Stubbemann, Stefan Born, Lars Schmidt-Thieme",https://openreview.net/forum?id=6ouZaBzeNO
2025,Neuron-based Multifractal Analysis of Neuron Interaction Dynamics in Large Models.,"Xiongye Xiao, Heng Ping, Chenyu Zhou, Defu Cao, Yaxing Li, Yizhuo Zhou, Shixuan Li, Nikos Kanakaris, Paul Bogdan",https://openreview.net/forum?id=nt8gBX58Kh
2025,Efficiently Democratizing Medical LLMs for 50 Languages via a Mixture of Language Family Experts.,"Guorui Zheng, Xidong Wang, Juhao Liang, Nuo Chen, Yuping Zheng, Benyou Wang",https://openreview.net/forum?id=JSB171dSUU
2025,Multi-Resolution Decomposable Diffusion Model for Non-Stationary Time Series Anomaly Detection.,"Guojin Zhong, Pan Wang, Jin Yuan, Zhiyong Li, Long Chen",https://openreview.net/forum?id=eWocmTQn7H
2025,Gumbel Counterfactual Generation From Language Models.,"Shauli Ravfogel, Anej Svete, Vésteinn Snæbjarnarson, Ryan Cotterell",https://openreview.net/forum?id=TUC0ZT2zIQ
2025,Decoupled Subgraph Federated Learning.,"Javad Aliakbari, Johan Östman, Alexandre Graell i Amat",https://openreview.net/forum?id=v1rFkElnIn
2025,Decoupled Finetuning for Domain Generalizable Semantic Segmentation.,"Jaehyun Pahk, Donghyeon Kwon, Seong Joon Oh, Suha Kwak",https://openreview.net/forum?id=qZEdmyqCHF
2025,Magnetic Preference Optimization: Achieving Last-iterate Convergence for Language Model Alignment.,"Mingzhi Wang, Chengdong Ma, Qizhi Chen, Linjian Meng, Yang Han, Jiancong Xiao, Zhaowei Zhang, Jing Huo, Weijie J. Su, Yaodong Yang",https://openreview.net/forum?id=PDnEDS244P
2025,Cached Multi-Lora Composition for Multi-Concept Image Generation.,"Xiandong Zou, Mingzhu Shen, Christos-Savvas Bouganis, Yiren Zhao",https://openreview.net/forum?id=4iFSBgxvIO
2025,The Effectiveness of Curvature-Based Rewiring and the Role of Hyperparameters in GNNs Revisited.,"Floriano Tori, Vincent Holst, Vincent Ginis",https://openreview.net/forum?id=EcrdmRT99M
2025,Utilitarian Algorithm Configuration for Infinite Parameter Spaces.,"Devon R. Graham, Kevin Leyton-Brown",https://openreview.net/forum?id=CA06Nqa7CG
2025,Triples as the Key: Structuring Makes Decomposition and Verification Easier in LLM-based TableQA.,"Zhen Yang, Ziwei Du, Minghan Zhang, Wei Du, Jie Chen, Zhen Duan, Shu Zhao",https://openreview.net/forum?id=UwcZEoNP19
2025,Words in Motion: Extracting Interpretable Control Vectors for Motion Transformers.,"Ömer Sahin Tas, Royden Wagner",https://openreview.net/forum?id=J9eKm7j6KD
2025,ProtPainter: Draw or Drag Protein via Topology-guided Diffusion.,"Zhengxi Lu, Shizhuo Cheng, Tintin Jiang, Yan Zhang, Min Zhang",https://openreview.net/forum?id=Nq7yKYL0Bp
2025,KinPFN: Bayesian Approximation of RNA Folding Kinetics using Prior-Data Fitted Networks.,"Dominik Scheuer, Frederic Runge, Jörg K. H. Franke, Michael T. Wolfinger, Christoph Flamm, Frank Hutter",https://openreview.net/forum?id=E1m5yGMOiV
2025,Sketch2Diagram: Generating Vector Diagrams from Hand-Drawn Sketches.,"Itsumi Saito, Haruto Yoshida, Keisuke Sakaguchi",https://openreview.net/forum?id=KvaDHPhhir
2025,Agents' Room: Narrative Generation through Multi-step Collaboration.,"Fantine Huot, Reinald Kim Amplayo, Jennimaria Palomaki, Alice Shoshana Jakobovits, Elizabeth Clark, Mirella Lapata",https://openreview.net/forum?id=HfWcFs7XLR
2025,How Does Vision-Language Adaptation Impact the Safety of Vision Language Models?,"Seongyun Lee, Geewook Kim, Jiyeon Kim, Hyunji Lee, Hoyeon Chang, Sue Hyun Park, Minjoon Seo",https://openreview.net/forum?id=eXB5TCrAu9
2025,CR-CTC: Consistency regularization on CTC for improved speech recognition.,"Zengwei Yao, Wei Kang, Xiaoyu Yang, Fangjun Kuang, Liyong Guo, Han Zhu, Zengrui Jin, Zhaoqing Li, Long Lin, Daniel Povey",https://openreview.net/forum?id=CIs9x2ZRgh
2025,ChroKnowledge: Unveiling Chronological Knowledge of Language Models in Multiple Domains.,"Yein Park, Chanwoong Yoon, Jungwoo Park, Donghyeon Lee, Minbyul Jeong, Jaewoo Kang",https://openreview.net/forum?id=whaO3482bs
2025,Equivariant Denoisers Cannot Copy Graphs: Align Your Graph Diffusion Models.,"Najwa Laabid, Severi Rissanen, Markus Heinonen, Arno Solin, Vikas Garg",https://openreview.net/forum?id=onIro14tHv
2025,Influence-Guided Diffusion for Dataset Distillation.,"Mingyang Chen, Jiawei Du, Bo Huang, Yi Wang, Xiaobo Zhang, Wei Wang",https://openreview.net/forum?id=0whx8MhysK
2025,ELICIT: LLM Augmentation Via External In-context Capability.,"Futing Wang, Jianhao Yan, Yue Zhang, Tao Lin",https://openreview.net/forum?id=CI4sCBMXjP
2025,RecFlow: An Industrial Full Flow Recommendation Dataset.,"Qi Liu, Kai Zheng, Rui Huang, Wuchao Li, Kuo Cai, Yuan Chai, Yanan Niu, Yiqun Hui, Bing Han, Na Mou, Hongning Wang, Wentian Bao, Yunen Yu, Guorui Zhou, Han Li, Yang Song, Defu Lian, Kun Gai",https://openreview.net/forum?id=vVHc8bGRns
2025,Offline Hierarchical Reinforcement Learning via Inverse Optimization.,"Carolin Schmidt, Daniele Gammelli, James Harrison, Marco Pavone, Filipe Rodrigues",https://openreview.net/forum?id=dTPz4rEDok
2025,QA-Calibration of Language Model Confidence Scores.,"Putra Manggala, Atalanti-Anastasia Mastakouri, Elke Kirschbaum, Shiva Prasad Kasiviswanathan, Aaditya Ramdas",https://openreview.net/forum?id=D2hhkU5O48
2025,ARLON: Boosting Diffusion Transformers with Autoregressive Models for Long Video Generation.,"Zongyi Li, Shujie Hu, Shujie Liu, Long Zhou, Jeongsoo Choi, Lingwei Meng, Xun Guo, Jinyu Li, Hefei Ling, Furu Wei",https://openreview.net/forum?id=8pusxkLEQO
2025,Rethinking Shapley Value for Negative Interactions in Non-convex Games.,"Wonjoon Chang, Myeongjin Lee, Jaesik Choi",https://openreview.net/forum?id=b24n2LS2BJ
2025,CO-MOT: Boosting End-to-end Transformer-based Multi-Object Tracking via Coopetition Label Assignment and Shadow Sets.,"Feng Yan, Weixin Luo, Yujie Zhong, Yiyang Gan, Lin Ma",https://openreview.net/forum?id=0ov0dMQ3mN
2025,What's New in My Data? Novelty Exploration via Contrastive Generation.,"Masaru Isonuma, Ivan Titov",https://openreview.net/forum?id=IZDiRbVSVN
2025,Durable Quantization Conditioned Misalignment Attack on Large Language Models.,"Peiran Dong, Haowei Li, Song Guo",https://openreview.net/forum?id=41uZB8bDFh
2025,"Node Identifiers: Compact, Discrete Representations for Efficient Graph Learning.","Yuankai Luo, Hongkang Li, Qijiong Liu, Lei Shi, Xiao-Ming Wu",https://openreview.net/forum?id=t9lS1lX9FQ
2025,UniDetox: Universal Detoxification of Large Language Models via Dataset Distillation.,"Huimin Lu, Masaru Isonuma, Junichiro Mori, Ichiro Sakata",https://openreview.net/forum?id=eLLBILFRsA
2025,MrSteve: Instruction-Following Agents in Minecraft with What-Where-When Memory.,"Junyeong Park, Junmo Cho, Sungjin Ahn",https://openreview.net/forum?id=CjXaMI2kUH
2025,Optimality and Adaptivity of Deep Neural Features for Instrumental Variable Regression.,"Juno Kim, Dimitri Meunier, Arthur Gretton, Taiji Suzuki, Zhu Li",https://openreview.net/forum?id=ReItdfwMcg
2025,Addressing Label Shift in Distributed Learning via Entropy Regularization​.,"Zhiyuan Wu, Changkyu Choi, Xiangcheng Cao, Volkan Cevher, Ali Ramezani-Kebrya",https://openreview.net/forum?id=kuYxecnlv2
2025,Dreamweaver: Learning Compositional World Models from Pixels.,"Junyeob Baek, Yi-Fu Wu, Gautam Singh, Sungjin Ahn",https://openreview.net/forum?id=e5mTvjXG9u
2025,Rare event modeling with self-regularized normalizing flows: what can we learn from a single failure?,"Charles Dawson, Van Tran, Max Z. Li, Chuchu Fan",https://openreview.net/forum?id=gQoBw7sGAu
2025,Projection Head is Secretly an Information Bottleneck.,"Zhuo Ouyang, Kaiwen Hu, Qi Zhang, Yifei Wang, Yisen Wang",https://openreview.net/forum?id=L0evcuybH5
2025,Schur's Positive-Definite Network: Deep Learning in the SPD cone with structure.,"Can Pouliquen, Mathurin Massias, Titouan Vayer",https://openreview.net/forum?id=v1B4aet9ct
2025,SFESS: Score Function Estimators for k-Subset Sampling.,"Klas Wijk, Ricardo Vinuesa, Hossein Azizpour",https://openreview.net/forum?id=q87GUkdQBm
2025,ConcreTizer: Model Inversion Attack via Occupancy Classification and Dispersion Control for 3D Point Cloud Restoration.,"Youngseok Kim, Sunwook Hwang, Hyung-Sin Kim, Saewoong Bahk",https://openreview.net/forum?id=I4iZmsV4HM
2025,Polynomial Composition Activations: Unleashing the Dynamics of Large Language Models.,"Zhijian Zhuo, Ya Wang, Yutao Zeng, Xiaoqing Li, Xun Zhou, Jinwen Ma",https://openreview.net/forum?id=CbpWPbYHuv
2025,ParamΔ for Direct Mixing: Post-Train Large Language Model At Zero Cost.,"Sheng Cao, Mingrui Wu, Karthik Prasad, Yuandong Tian, Zechun Liu",https://openreview.net/forum?id=vqbd2OQnGp
2025,A Theory of Initialisation's Impact on Specialisation.,"Devon Jarvis, Sebastian Lee, Clémentine Carla Juliette Dominé, Andrew M. Saxe, Stefano Sarao Mannelli",https://openreview.net/forum?id=RQz7szbVDs
2025,"Manifolds, Random Matrices and Spectral Gaps: The geometric phases of generative diffusion.","Enrico Ventura, Beatrice Achilli, Gianluigi Silvestri, Carlo Lucibello, Luca Ambrogioni",https://openreview.net/forum?id=KlN00vQEY2
2025,AgentSquare: Automatic LLM Agent Search in Modular Design Space.,"Yu Shang, Yu Li, Keyu Zhao, Likai Ma, Jiahe Liu, Fengli Xu, Yong Li",https://openreview.net/forum?id=mPdmDYIQ7f
2025,Multi-Task Corrupted Prediction for Learning Robust Audio-Visual Speech Representation.,"Sungnyun Kim, Sungwoo Cho, Sangmin Bae, Kangwook Jang, Se-Young Yun",https://openreview.net/forum?id=WEQL5ksDnB
2025,Size-Generalizable RNA Structure Evaluation by Exploring Hierarchical Geometries.,"Zongzhao Li, Jiacheng Cen, Wenbing Huang, Taifeng Wang, Le Song",https://openreview.net/forum?id=QaTBHSqmH9
2025,Semi-Supervised Vision-Centric 3D Occupancy World Model for Autonomous Driving.,"Xiang Li, Pengfei Li, Yupeng Zheng, Wei Sun, Yan Wang, Yilun Chen",https://openreview.net/forum?id=rCX9l4OTCT
2025,Efficient Interpolation between Extragradient and Proximal Methods for Weak MVIs.,"Thomas Pethick, Ioannis Mavrothalassitis, Volkan Cevher",https://openreview.net/forum?id=Y7slJZPGCy
2025,Generative Flows on Synthetic Pathway for Drug Design.,"Seonghwan Seo, Minsu Kim, Tony Shen, Martin Ester, Jinkyoo Park, Sungsoo Ahn, Woo Youn Kim",https://openreview.net/forum?id=pB1XSj2y4X
2025,Integrating Protein Dynamics into Structure-Based Drug Design via Full-Atom Stochastic Flows.,"Xiangxin Zhou, Yi Xiao, Haowei Lin, Xinheng He, Jiaqi Guan, Yang Wang, Qiang Liu, Feng Zhou, Liang Wang, Jianzhu Ma",https://openreview.net/forum?id=9qS3HzSDNv
2025,InstantSplamp: Fast and Generalizable Stenography Framework for Generative Gaussian Splatting.,"Chenxin Li, Hengyu Liu, Zhiwen Fan, Wuyang Li, Yifan Liu, Panwang Pan, Yixuan Yuan",https://openreview.net/forum?id=xvhV3LvYTc
2025,Semantics-Adaptive Activation Intervention for LLMs via Dynamic Steering Vectors.,"Weixuan Wang, Jingyuan Yang, Wei Peng",https://openreview.net/forum?id=8WQ7VTfPTl
2025,ADAM Optimization with Adaptive Batch Selection.,"Gyu-Yeol Kim, Min-hwan Oh",https://openreview.net/forum?id=BZrSCv2SBq
2025,Tailoring Mixup to Data for Calibration.,"Quentin Bouniot, Pavlo Mozharovskyi, Florence d'Alché-Buc",https://openreview.net/forum?id=3ygfMPLv0P
2025,MIRACLE 3D: Memory-efficient Integrated Robust Approach for Continual Learning on 3D Point Clouds via Shape Model Construction.,"Hossein Resani, Behrooz Nasihatkon",https://openreview.net/forum?id=ANBuEJesgx
2025,Facilitating Multi-turn Function Calling for LLMs via Compositional Instruction Tuning.,"Mingyang Chen, Haoze Sun, Tianpeng Li, Fan Yang, Hao Liang, Keer Lu, Bin Cui, Wentao Zhang, Zenan Zhou, Weipeng Chen",https://openreview.net/forum?id=owP2mymrTD
2025,SafeWatch: An Efficient Safety-Policy Following Video Guardrail Model with Transparent Explanations.,"Zhaorun Chen, Francesco Pinto, Minzhou Pan, Bo Li",https://openreview.net/forum?id=xjKz6IxgCX
2025,TRENDy: Temporal Regression of Effective Nonlinear Dynamics.,"Matthew Ricci, Guy Pelc, Zoe Piran, Noa Moriel, Mor Nitzan",https://openreview.net/forum?id=NvDRvtrGLo
2025,On Bits and Bandits: Quantifying the Regret-Information Trade-off.,"Itai Shufaro, Nadav Merlis, Nir Weinberger, Shie Mannor",https://openreview.net/forum?id=0oWGVvC6oq
2025,SEBRA : Debiasing through Self-Guided Bias Ranking.,"Adarsh Kappiyath, Abhra Chaudhuri, Ajay Kumar Jaiswal, Ziquan Liu, Yunpeng Li, Xiatian Zhu, Lu Yin",https://openreview.net/forum?id=MyVC4X5B2X
2025,Lambda-Skip Connections: the architectural component that prevents Rank Collapse.,"Federico Arangath Joseph, Jerome Sieber, Melanie Nicole Zeilinger, Carmen Amo Alonso",https://openreview.net/forum?id=1yJP5TVWih
2025,Foundation Models Secretly Understand Neural Network Weights: Enhancing Hypernetwork Architectures with Foundation Models.,"Jeffrey Gu, Serena Yeung-Levy",https://openreview.net/forum?id=cADpvQgnqg
2025,Mini-Monkey: Alleviating the Semantic Sawtooth Effect for Lightweight MLLMs via Complementary Image Pyramid.,"Mingxin Huang, Yuliang Liu, Dingkang Liang, Lianwen Jin, Xiang Bai",https://openreview.net/forum?id=71XtUhazG0
2025,Multi-objective antibody design with constrained preference optimization.,"Milong Ren, ZaiKai He, Haicang Zhang",https://openreview.net/forum?id=4ktJJBvvUd
2025,NL-Eye: Abductive NLI For Images.,"Mor Ventura, Michael Toker, Nitay Calderon, Zorik Gekhman, Yonatan Bitton, Roi Reichart",https://openreview.net/forum?id=2zmO1GVT0Y
2025,COFlowNet: Conservative Constraints on Flows Enable High-Quality Candidate Generation.,"Yudong Zhang, Xuan Yu, Xu Wang, Zhaoyang Sun, Chen Zhang, Pengkun Wang, Yang Wang",https://openreview.net/forum?id=tXUkT709OJ
2025,Curriculum-aware Training for Discriminating Molecular Property Prediction Models.,"Hansi Yang, Quanming Yao, James Kwok",https://openreview.net/forum?id=6DHIkLv5i3
2025,Does Safety Training of LLMs Generalize to Semantically Related Natural Prompts?,"Sravanti Addepalli, Yerram Varun, Arun Sai Suggala, Karthikeyan Shanmugam, Prateek Jain",https://openreview.net/forum?id=LO4MEPoqrG
2025,Neural Context Flows for Meta-Learning of Dynamical Systems.,"Roussel Desmond Nzoyem, David A. W. Barton, Tom Deakin",https://openreview.net/forum?id=8vzMLo8LDN
2025,Density estimation with LLMs: a geometric investigation of in-context learning trajectories.,"Toni J. B. Liu, Nicolas Boullé, Raphaël Sarfati, Christopher J. Earls",https://openreview.net/forum?id=semTHoVGsJ
2025,Multimodal Quantitative Language for Generative Recommendation.,"Jianyang Zhai, Zi-Feng Mai, Chang-Dong Wang, Feidiao Yang, Xiawu Zheng, Hui Li, Yonghong Tian",https://openreview.net/forum?id=v7YrIjpkTF
2025,Coreset Spectral Clustering.,"Ben Jourdan, Gregory Schwartzman, Peter Macgregor, He Sun",https://openreview.net/forum?id=1qgZXeMTTU
2025,Disentangled Representation Learning with the Gromov-Monge Gap.,"Théo Uscidda, Luca Eyring, Karsten Roth, Fabian J. Theis, Zeynep Akata, Marco Cuturi",https://openreview.net/forum?id=ehr4oTe6XI
2025,Divergence-enhanced Knowledge-guided Context Optimization for Visual-Language Prompt Tuning.,"Yilun Li, Miaomiao Cheng, Xu Han, Wei Song",https://openreview.net/forum?id=6wOmHdwCC4
2025,CheapNet: Cross-attention on Hierarchical representations for Efficient protein-ligand binding Affinity Prediction.,"Hyukjun Lim, Sun Kim, Sangseon Lee",https://openreview.net/forum?id=A1HhtITVEi
2025,A Riemannian Framework for Learning Reduced-order Lagrangian Dynamics.,"Katharina Friedl, Noémie Jaquier, Jens Lundell, Tamim Asfour, Danica Kragic",https://openreview.net/forum?id=RoN6M3i7gJ
2025,CARTS: Advancing Neural Theorem Proving with Diversified Tactic Calibration and Bias-Resistant Tree Search.,"Xiao-Wen Yang, Zhi Zhou, Haiming Wang, Aoxue Li, Wen-Da Wei, Hui Jin, Zhenguo Li, Yu-Feng Li",https://openreview.net/forum?id=VQwI055flA
